provincia,sector,r_8,r_9,r_10,r_11,r_12,r_1314,_sec8,_sec9,_sec10,_sec11,_sec12,_sec1314
Tucumán,Estatal,356,226,154,94,52,0,70,60,55,51,48,8
Tucumán,Privado,37,24,12,1,1,0,27,22,21,19,18,3
Tucumán,Estatal,40,26,14,5,4,2,12,12,10,8,7,5
Tucumán,Privado,2,5,5,8,4,2,6,6,6,6,6,1
Tucumán,Privado,12,5,6,3,3,0,6,6,5,5,5,0
Tucumán,Estatal,21,16,9,9,11,1,7,6,6,6,5,1
Tucumán,Estatal,40,42,10,21,19,0,12,11,10,10,7,2
Tucumán,Privado,1,1,2,0,3,0,2,2,2,2,2,0
Tucumán,Estatal,17,9,18,11,5,0,6,7,4,4,4,0
Tucumán,Estatal,4,7,8,0,0,0,4,4,4,4,4,0
Tucumán,Estatal,28,17,17,11,7,0,6,6,6,5,5,1
Tucumán,Estatal,74,35,30,18,26,0,15,15,15,13,11,2
Tucumán,Privado,0,0,0,0,0,0,2,2,2,2,2,0
Tucumán,Estatal,56,31,19,16,10,1,14,11,10,10,10,1
Tucumán,Estatal,76,56,29,30,8,0,24,23,23,22,21,3
Tucumán,Estatal,22,38,25,15,3,0,12,10,9,9,8,3
Tucumán,Privado,7,2,6,1,0,0,4,4,5,5,5,1
Tucumán,Estatal,16,25,10,2,3,0,7,7,4,4,4,0
Tucumán,Estatal,95,48,40,17,23,0,29,26,22,21,20,5
Tucumán,Privado,10,9,8,0,10,0,12,11,11,10,9,1
Tucumán,Estatal,14,7,6,6,2,0,9,9,6,6,5,0
Tucumán,Estatal,100,66,45,32,36,0,38,36,30,29,27,7
Tucumán,Estatal,15,17,6,3,3,0,5,4,2,2,2,0
Tucumán,Estatal,143,153,126,95,82,0,33,29,29,27,24,8
Tucumán,Privado,1,3,1,5,3,0,4,4,4,4,4,0
Tucumán,Estatal,41,24,26,10,1,0,15,16,14,14,14,0
Tucumán,Estatal,25,11,0,4,0,0,8,6,7,6,6,0
Tucumán,Privado,3,0,2,0,0,0,2,2,2,2,2,0
Tucumán,Estatal,32,22,4,3,3,0,11,11,11,11,11,3
Tucumán,Estatal,65,39,32,22,6,0,20,20,15,14,13,1
Tucumán,Estatal,146,105,47,32,1,0,43,40,36,32,31,4
Tucumán,Privado,22,12,8,4,10,0,13,12,12,11,11,1
Tucumán,Estatal,7,11,6,5,4,0,6,7,6,6,6,0
Tucumán,Estatal,49,34,18,12,3,0,7,7,6,6,6,2
Tucumán,Estatal,48,22,9,7,0,0,8,7,5,4,4,2
Tucumán,Estatal,83,74,32,23,4,0,22,19,17,15,14,0
Tucumán,Privado,6,5,8,3,2,0,26,27,26,26,26,0
