provincia,sector,promovidos_8,promovidos_9,promovidos_10,promovidos_11,promovidos_12,promovidos_1314,nopromo_8,nopromo_9,nopromo_10,nopromo_11,nopromo_12,nopromo_1314,secundaria_egresados
Catamarca,Estatal,275,256,210,244,150,15,0,0,0,0,8,27,189
Catamarca,Estatal,24,26,24,10,5,0,0,0,0,0,9,0,5
Catamarca,Estatal,204,127,196,166,151,0,0,0,0,0,30,0,286
Chaco,Estatal,41,57,38,51,30,0,12,13,4,8,7,0,51
Chaco,Estatal,58,27,25,42,36,0,54,41,33,23,16,0,59
Chaco,Estatal,9,14,25,18,14,0,32,15,13,13,22,0,22
Chaco,Estatal,183,149,116,55,96,21,108,90,96,64,113,5,131
Chaco,Estatal,1,12,7,11,9,0,0,4,2,0,0,0,9
Chaco,Estatal,26,18,22,9,7,0,43,38,30,23,20,0,24
Chaco,Estatal,14,89,70,16,30,0,0,0,0,0,0,0,56
Chaco,Estatal,171,174,200,174,138,3,114,113,63,35,75,15,342
Chaco,Estatal,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaco,Estatal,155,163,120,142,151,6,241,183,183,89,110,21,254
Chaco,Estatal,10,11,10,15,10,0,13,8,1,1,6,0,14
Chaco,Estatal,320,238,198,190,200,8,72,68,39,34,24,13,331
Chaco,Privado,179,167,165,132,85,3,0,0,2,0,14,5,154
Chaco,Estatal,72,77,68,57,60,6,31,41,43,33,31,19,88
Chaco,Estatal,238,241,251,212,221,0,37,27,112,46,30,0,241
Chaco,Estatal,5,6,3,5,3,0,0,2,1,2,0,0,7
Chaco,Estatal,143,167,137,155,116,41,307,246,217,161,143,10,228
Chaco,Estatal,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaco,Estatal,702,579,531,408,307,45,174,108,98,66,283,12,660
Chaco,Privado,438,407,415,370,308,4,8,7,11,6,37,0,441
Chaco,Privado,44,38,31,13,18,0,55,67,57,42,33,0,33
Chaco,Privado,272,200,247,208,180,0,80,72,79,76,93,0,394
Chaco,Estatal,34,31,31,45,30,0,1,5,8,5,5,0,36
Chaco,Estatal,47,53,29,24,34,12,74,33,35,25,10,0,53
Chaco,Estatal,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaco,Estatal,280,216,158,152,124,26,0,0,0,0,0,0,179
Chaco,Estatal,1,4,2,3,4,0,0,0,0,0,5,0,10
Chaco,Estatal,97,79,108,72,83,0,0,2,0,0,42,3,115
Chaco,Estatal,297,343,238,215,153,0,227,161,112,71,85,0,204
Chaco,Estatal,335,312,331,233,180,21,373,288,200,144,110,12,324
Chaco,Privado,141,121,96,72,56,0,0,0,0,0,0,0,75
Chaco,Privado,237,209,196,161,166,0,26,45,43,53,51,0,193
Chaco,Estatal,45,29,20,10,20,0,9,0,0,0,0,0,25
Chaco,Estatal,104,80,84,48,33,0,380,270,182,106,135,0,163
Chaco,Estatal,11,19,20,18,14,0,7,3,4,0,14,0,17
Chaco,Estatal,169,187,127,121,104,71,23,1,23,15,17,0,131
Chaco,Estatal,164,125,119,93,59,6,29,25,34,31,46,0,104
Chaco,Estatal,353,336,304,245,240,0,309,307,230,157,132,24,426
Chaco,Privado,74,69,68,74,51,0,4,7,19,7,18,0,79
Chaco,Estatal,3,0,0,0,0,0,0,0,0,0,0,0,0
Chaco,Estatal,92,108,78,102,84,15,244,162,154,54,52,4,147
Chaco,Estatal,36,36,38,39,36,0,0,0,0,0,0,0,36
Chaco,Estatal,470,445,492,403,262,2,52,93,34,37,98,32,419
Chaco,Privado,145,115,110,116,115,14,12,12,8,11,28,5,220
Chaco,Estatal,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaco,Estatal,437,352,264,213,185,0,65,40,13,16,36,8,196
Chaco,Privado,28,15,20,0,0,0,0,0,0,0,0,0,0
Chaco,Estatal,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaco,Estatal,99,101,97,82,31,8,126,92,66,59,87,19,75
Chaco,Estatal,25,27,32,20,17,0,20,42,35,15,31,0,46
Chaco,Estatal,228,200,168,169,135,9,102,96,52,29,88,1,334
Chaco,Estatal,25,42,29,31,34,0,0,0,0,0,4,0,51
Chaco,Estatal,2364,2314,2091,1931,1635,164,1649,1583,1254,1085,1251,138,3324
Chaco,Privado,917,1005,1007,933,741,0,182,180,164,138,203,0,1051
Chaco,Estatal,10,14,11,15,10,0,0,0,0,0,0,0,20
Chaco,Estatal,61,73,56,82,79,5,15,0,5,6,1,3,141
Chaco,Estatal,24,21,27,32,32,0,0,0,0,0,0,0,32
Chaco,Estatal,84,112,104,103,53,0,85,63,53,54,46,0,175
Chaco,Estatal,101,87,67,48,25,0,2,0,6,0,30,0,26
Chubut,Estatal,796,723,737,615,477,148,664,621,418,334,412,28,743
Chubut,Privado,100,118,98,87,74,0,0,0,0,0,0,0,121
Chubut,Estatal,231,246,235,231,222,37,24,17,20,16,14,0,269
Chubut,Estatal,19,17,7,15,10,5,30,23,16,10,8,0,21
Chubut,Estatal,64,58,75,47,50,0,42,18,13,11,7,0,117
Chubut,Privado,5,5,4,5,5,6,0,0,0,0,0,0,15
Chubut,Privado,142,119,144,96,96,0,0,12,10,5,35,0,117
Chubut,Estatal,2052,1962,1632,1497,1176,260,250,252,361,273,551,41,1557
Chubut,Privado,531,490,424,402,355,55,13,8,15,4,17,9,437
Chubut,Estatal,43,30,36,23,6,7,0,0,0,0,17,4,33
Chubut,Estatal,356,300,221,213,92,51,216,221,204,142,101,0,358
Chubut,Privado,66,57,35,35,58,0,9,8,30,26,11,0,71
Chubut,Estatal,138,139,89,78,41,41,1,1,0,14,6,0,48
Chubut,Estatal,38,9,26,14,17,5,19,12,6,12,16,0,31
Chubut,Estatal,16,19,11,7,17,0,0,0,0,0,3,0,20
Chubut,Estatal,45,54,43,30,18,0,2,2,4,5,12,0,18
Chubut,Estatal,14,8,6,1,10,0,19,8,1,2,12,0,11
Chubut,Estatal,16,10,0,0,0,0,0,0,0,0,0,0,0
Chubut,Estatal,1011,964,696,692,637,75,729,704,658,478,529,37,970
Chubut,Privado,167,147,177,172,152,0,19,9,23,20,17,0,205
Chubut,Estatal,38,30,40,20,27,0,3,2,1,4,0,5,18
Chubut,Estatal,0,0,0,0,0,0,0,0,2,0,1,0,0
Chubut,Estatal,208,163,137,96,83,14,9,14,16,9,2,12,87
Chubut,Estatal,41,34,25,17,14,4,9,11,9,13,18,0,45
Chubut,Estatal,12,8,5,5,2,0,4,1,3,0,6,0,12
Ciudad de Buenos Aires,Estatal,1457,1395,1331,1157,991,153,0,0,0,0,373,159,1363
Ciudad de Buenos Aires,Privado,884,888,851,803,675,51,0,0,0,0,161,35,1086
Ciudad de Buenos Aires,Estatal,553,569,440,354,322,146,0,0,0,0,88,96,605
Ciudad de Buenos Aires,Privado,774,797,804,764,596,41,0,0,0,0,159,0,967
Ciudad de Buenos Aires,Estatal,466,425,389,399,352,63,0,0,0,0,145,24,522
Ciudad de Buenos Aires,Privado,1100,1085,1154,1055,891,0,0,0,0,0,80,0,1248
Ciudad de Buenos Aires,Estatal,648,618,519,454,308,27,0,0,0,0,167,59,376
Ciudad de Buenos Aires,Privado,1173,1125,1070,964,869,48,0,0,0,0,61,0,1238
Ciudad de Buenos Aires,Estatal,681,726,843,616,448,112,0,0,0,0,128,147,628
Ciudad de Buenos Aires,Privado,2180,2308,2279,1998,1762,30,0,0,0,0,134,0,2417
Ciudad de Buenos Aires,Estatal,533,557,537,500,411,69,0,0,0,0,208,17,679
Ciudad de Buenos Aires,Privado,1047,1004,1015,966,842,23,0,0,0,0,49,3,1172
Ciudad de Buenos Aires,Estatal,265,294,264,256,200,54,0,0,0,0,124,120,287
Ciudad de Buenos Aires,Privado,456,560,512,568,442,0,0,0,0,0,46,0,637
Ciudad de Buenos Aires,Estatal,959,1024,869,784,658,49,0,0,0,0,86,13,799
Ciudad de Buenos Aires,Privado,500,492,500,462,418,0,0,0,0,0,50,0,633
Ciudad de Buenos Aires,Estatal,1053,948,885,739,580,51,0,0,0,0,319,160,796
Ciudad de Buenos Aires,Privado,1030,1053,999,896,775,0,0,0,0,0,56,0,994
Ciudad de Buenos Aires,Estatal,1328,1057,881,705,594,119,0,0,0,0,222,155,1009
Ciudad de Buenos Aires,Privado,746,634,654,570,467,0,0,0,0,0,146,0,697
Ciudad de Buenos Aires,Estatal,584,526,434,403,371,94,0,0,0,0,155,38,523
Ciudad de Buenos Aires,Privado,1070,1192,1115,1123,1069,52,0,0,0,0,43,0,1476
Ciudad de Buenos Aires,Estatal,847,878,940,800,418,20,0,0,0,0,197,57,834
Ciudad de Buenos Aires,Privado,980,977,985,922,809,0,0,0,0,0,51,0,1094
Ciudad de Buenos Aires,Estatal,603,686,609,442,408,82,0,0,0,0,94,71,593
Ciudad de Buenos Aires,Privado,706,683,661,682,588,0,0,0,0,0,101,0,832
Ciudad de Buenos Aires,Estatal,1265,1150,920,883,430,34,0,0,0,0,332,0,806
Ciudad de Buenos Aires,Privado,756,797,670,664,516,51,0,0,0,0,108,13,774
Ciudad de Buenos Aires,Estatal,521,436,389,342,331,58,0,0,0,0,80,149,758
Ciudad de Buenos Aires,Privado,1166,1285,1196,1176,916,40,0,0,0,0,138,15,1380
Córdoba,Estatal,118,112,77,54,38,0,9,15,14,10,25,0,41
Córdoba,Estatal,478,364,287,248,122,60,85,83,82,36,101,85,160
Córdoba,Privado,318,292,280,282,191,19,25,13,12,7,79,10,247
Córdoba,Estatal,6226,5920,5512,4339,3449,521,2516,2475,2092,1393,3068,292,5154
Córdoba,Privado,7855,7506,6790,6323,5049,182,299,326,299,287,1951,35,6528
Córdoba,Estatal,282,251,231,179,163,50,19,22,20,13,73,12,177
Córdoba,Estatal,1592,1427,1263,957,733,204,222,257,228,151,478,77,1012
Córdoba,Privado,1290,1235,1176,1035,888,68,18,25,22,13,194,19,1135
Córdoba,Estatal,64,64,71,73,79,5,20,35,15,13,14,6,99
Córdoba,Estatal,392,292,256,170,115,54,74,74,79,28,85,12,312
Córdoba,Privado,206,172,212,126,122,0,8,19,16,13,47,0,180
Córdoba,Estatal,12,9,7,6,3,0,0,2,4,4,0,0,15
Córdoba,Estatal,68,63,55,50,59,15,58,62,28,26,14,17,59
Córdoba,Privado,265,279,205,217,150,45,38,34,31,28,50,20,212
Córdoba,Privado,155,102,85,99,107,4,30,20,8,10,34,3,121
Córdoba,Estatal,33,26,34,33,26,0,4,3,4,1,5,0,28
Córdoba,Estatal,250,264,235,160,160,17,73,49,38,18,61,23,184
Córdoba,Estatal,87,83,72,51,80,20,14,11,8,9,9,8,73
Córdoba,Estatal,621,581,444,361,281,146,153,187,189,105,205,9,397
Córdoba,Privado,67,55,51,47,45,9,15,13,17,8,24,2,46
Córdoba,Privado,964,951,964,897,703,17,21,29,21,14,139,0,812
Córdoba,Estatal,27,31,32,14,17,0,5,4,3,6,18,0,28
Córdoba,Estatal,164,174,118,99,103,59,66,101,76,72,24,56,204
Córdoba,Estatal,41,38,32,36,38,11,3,3,2,1,4,2,33
Córdoba,Estatal,448,417,374,296,229,70,86,75,94,43,60,47,208
Córdoba,Privado,67,63,53,40,53,8,2,4,1,1,2,1,53
Córdoba,Privado,309,249,257,250,244,71,29,46,45,21,49,9,280
Córdoba,Estatal,7,0,5,0,2,0,0,0,0,0,0,0,2
Córdoba,Estatal,541,448,352,338,306,89,112,129,77,62,96,27,399
Córdoba,Privado,467,455,425,384,316,43,72,73,80,28,101,0,377
Córdoba,Estatal,49,45,55,43,26,0,16,9,9,1,12,1,52
Córdoba,Estatal,46,39,41,42,37,10,8,14,7,6,3,4,31
Córdoba,Estatal,66,61,62,43,39,13,3,5,3,1,5,2,45
Córdoba,Estatal,299,309,264,269,126,58,54,59,45,27,62,0,159
Córdoba,Privado,128,106,101,92,97,0,5,7,3,5,16,0,117
Córdoba,Estatal,117,110,80,70,54,17,32,49,28,21,60,0,63
Córdoba,Estatal,1156,1126,941,834,492,39,240,260,232,158,406,53,703
Córdoba,Privado,1108,1135,1043,962,776,115,14,19,28,20,198,21,940
Córdoba,Estatal,220,227,209,160,137,47,52,27,23,10,36,11,174
Córdoba,Estatal,1272,1139,921,706,672,284,401,354,277,178,261,76,794
Córdoba,Privado,1410,1399,1361,1220,1057,45,43,67,49,35,212,7,1183
Córdoba,Estatal,103,142,121,120,103,37,20,20,19,18,43,2,134
Córdoba,Estatal,282,255,197,162,129,73,55,80,34,30,80,22,173
Córdoba,Privado,264,237,251,270,179,16,4,9,11,14,61,9,235
Córdoba,Estatal,51,42,34,31,31,0,17,18,23,7,22,0,45
Córdoba,Estatal,124,134,122,101,106,17,10,24,41,11,20,1,119
Córdoba,Estatal,117,96,93,85,79,22,35,39,27,27,54,0,87
Córdoba,Estatal,603,526,451,371,263,114,107,122,154,64,153,49,387
Córdoba,Privado,469,460,459,439,396,23,29,38,29,14,77,4,515
Córdoba,Estatal,83,94,93,60,66,2,46,67,66,45,70,0,81
Córdoba,Estatal,201,160,146,89,80,35,90,81,83,64,76,6,117
Córdoba,Privado,139,118,66,98,73,22,8,16,10,6,29,17,73
Córdoba,Estatal,75,68,71,61,59,0,85,88,76,40,55,0,79
Córdoba,Estatal,184,199,195,185,225,56,108,94,62,71,77,35,321
Córdoba,Privado,127,127,164,114,82,0,16,12,19,11,58,0,134
Córdoba,Estatal,284,268,218,214,175,80,68,72,60,19,50,18,209
Córdoba,Estatal,1232,1102,965,790,652,197,317,268,215,121,285,59,834
Córdoba,Privado,128,128,121,89,88,15,20,17,9,3,22,5,95
Córdoba,Privado,825,817,766,729,725,0,29,63,40,35,121,0,804
Córdoba,Estatal,216,221,190,145,87,22,54,61,73,40,82,6,133
Córdoba,Estatal,792,635,604,497,318,58,209,221,191,116,292,38,389
Córdoba,Privado,435,462,441,413,316,83,26,26,10,13,114,29,388
Córdoba,Estatal,69,60,53,55,39,13,7,13,8,9,10,0,45
Córdoba,Estatal,515,483,379,313,326,133,157,144,128,66,164,22,393
Córdoba,Privado,512,501,515,452,448,18,38,33,33,29,76,10,544
Córdoba,Estatal,98,87,64,52,34,23,9,21,8,2,8,0,49
Córdoba,Estatal,134,133,128,121,69,26,36,23,20,18,26,10,89
Córdoba,Estatal,86,82,70,60,41,25,12,20,9,8,12,3,40
Córdoba,Estatal,156,164,172,128,92,35,2,13,6,2,4,3,72
Córdoba,Estatal,540,469,458,358,341,167,119,105,103,56,85,40,420
Córdoba,Privado,103,88,74,55,39,8,1,10,14,5,10,2,43
Córdoba,Privado,510,476,494,443,362,32,35,47,47,17,87,2,414
Corrientes,Estatal,57,58,50,40,29,12,6,0,3,2,12,2,36
Corrientes,Estatal,391,307,317,292,241,119,13,7,7,5,59,0,288
Corrientes,Privado,74,62,70,81,66,0,15,10,18,10,12,0,82
Corrientes,Estatal,40,33,43,39,39,0,0,0,0,0,0,0,39
Corrientes,Estatal,96,83,77,83,51,0,0,0,0,0,20,0,52
Corrientes,Estatal,3981,3413,3426,2996,2470,266,317,301,251,159,278,18,3009
Corrientes,Privado,1319,1302,1300,1255,1092,0,40,26,32,36,90,0,1277
Corrientes,Estatal,82,58,73,57,66,0,31,22,16,4,7,0,86
Corrientes,Estatal,168,161,107,109,83,14,51,48,15,17,15,0,127
Corrientes,Estatal,35,23,17,15,16,0,2,2,0,0,1,0,16
Corrientes,Estatal,484,347,233,216,211,39,20,6,12,24,16,0,270
Corrientes,Privado,158,134,106,139,125,10,0,0,0,0,2,0,126
Corrientes,Estatal,63,48,63,37,48,0,0,0,1,2,0,0,65
Corrientes,Estatal,108,139,132,90,80,8,0,0,0,0,0,0,92
Corrientes,Privado,283,248,183,151,114,126,11,9,7,6,2,7,152
Corrientes,Privado,300,280,280,227,188,7,4,0,2,3,23,0,285
Corrientes,Estatal,131,120,116,89,92,0,0,0,0,0,0,0,125
Corrientes,Estatal,315,296,219,223,199,41,0,0,0,0,0,0,241
Corrientes,Estatal,72,46,43,42,23,16,0,0,0,0,0,0,30
Corrientes,Estatal,83,87,74,68,81,0,0,0,0,0,1,0,84
Corrientes,Estatal,63,46,47,47,68,0,4,2,2,3,5,0,93
Corrientes,Estatal,121,117,133,92,85,26,0,0,0,0,30,0,102
Corrientes,Estatal,226,189,154,134,112,7,12,15,10,5,15,0,116
Corrientes,Estatal,991,742,617,524,446,83,136,62,90,66,52,13,558
Corrientes,Privado,186,146,153,160,147,0,0,0,0,0,21,0,188
Corrientes,Estatal,37,32,37,28,19,8,16,14,13,19,8,0,19
Corrientes,Estatal,57,61,69,72,57,0,0,0,1,0,0,0,80
Corrientes,Estatal,95,81,63,45,42,0,9,11,5,7,14,0,42
Corrientes,Estatal,269,248,271,220,195,48,126,95,85,49,71,6,239
Corrientes,Estatal,179,145,120,121,78,0,0,0,1,8,10,0,88
Corrientes,Estatal,233,177,164,175,120,0,0,0,0,0,18,0,180
Corrientes,Estatal,30,20,16,17,13,0,0,0,0,0,0,0,13
Corrientes,Estatal,116,120,104,95,78,0,0,0,0,0,0,0,85
Corrientes,Estatal,65,48,42,45,25,0,32,8,13,8,6,0,32
Corrientes,Estatal,410,280,246,236,166,18,42,25,19,8,22,0,219
Corrientes,Privado,81,51,66,64,70,0,4,1,2,3,7,0,130
Corrientes,Estatal,100,95,94,67,61,10,8,7,4,1,0,0,68
Corrientes,Estatal,496,393,363,321,273,55,36,33,18,17,32,10,261
Corrientes,Estatal,82,86,63,76,66,0,7,12,7,3,6,0,69
Corrientes,Estatal,821,693,549,452,358,93,47,15,30,23,58,0,352
Corrientes,Privado,54,82,92,85,50,0,11,0,2,4,11,0,79
Corrientes,Estatal,51,32,36,34,28,0,7,4,1,2,4,0,34
Corrientes,Estatal,232,298,229,206,126,27,10,7,15,12,53,0,180
Corrientes,Estatal,68,54,69,54,64,0,0,0,2,0,0,0,70
Corrientes,Estatal,173,149,138,136,102,0,0,0,0,0,0,0,120
Corrientes,Estatal,104,88,90,84,89,0,25,24,21,17,10,0,109
Corrientes,Estatal,239,193,175,181,178,29,0,0,0,0,0,0,176
Corrientes,Estatal,111,112,96,90,46,0,0,0,3,2,1,0,46
Corrientes,Estatal,96,113,114,105,105,0,19,23,14,10,0,0,105
Corrientes,Estatal,93,94,67,67,63,0,0,0,0,0,0,0,63
Corrientes,Estatal,41,38,45,65,57,0,0,0,1,0,24,0,57
Corrientes,Estatal,102,89,95,98,65,0,0,0,0,0,18,0,65
Corrientes,Estatal,226,204,145,181,146,16,0,1,4,0,0,0,162
Corrientes,Estatal,51,59,50,40,30,0,0,0,0,0,0,0,31
Corrientes,Estatal,823,637,572,552,451,73,71,42,10,12,52,14,519
Corrientes,Privado,116,98,93,60,73,4,1,1,0,0,1,2,96
Corrientes,Estatal,20,26,24,19,3,0,1,0,4,1,0,0,3
Corrientes,Estatal,65,45,40,38,20,0,0,0,0,0,13,0,27
Entre Ríos,Estatal,40,45,40,24,30,3,22,6,10,9,2,11,42
Entre Ríos,Estatal,423,386,424,315,288,86,201,153,166,98,74,21,373
Entre Ríos,Privado,150,181,116,132,118,0,19,7,28,19,20,0,166
Entre Ríos,Estatal,176,175,118,105,80,0,151,91,67,66,63,0,121
Entre Ríos,Estatal,843,740,783,697,509,94,778,638,471,318,399,16,1031
Entre Ríos,Privado,359,329,292,282,269,0,72,35,35,24,37,0,366
Entre Ríos,Estatal,69,71,56,46,51,2,23,27,40,34,12,2,84
Entre Ríos,Estatal,203,114,132,127,106,34,144,85,124,71,40,3,178
Entre Ríos,Privado,3,4,0,0,0,0,4,1,0,0,0,0,0
Entre Ríos,Privado,113,126,99,109,88,0,26,24,24,19,23,0,173
Entre Ríos,Privado,17,30,20,28,28,7,0,1,0,1,1,0,44
Entre Ríos,Privado,35,50,47,49,47,0,32,33,46,24,12,0,72
Entre Ríos,Estatal,134,114,111,90,104,14,49,29,22,10,7,0,129
Entre Ríos,Estatal,352,287,285,185,214,46,307,181,117,63,44,6,257
Entre Ríos,Privado,115,119,124,106,116,0,61,65,35,39,25,0,171
Entre Ríos,Estatal,35,29,33,18,37,0,28,11,12,13,5,0,45
Entre Ríos,Estatal,150,103,121,129,146,32,79,44,46,32,35,0,187
Entre Ríos,Estatal,30,47,26,45,43,2,33,21,15,9,17,2,56
Entre Ríos,Estatal,142,97,124,105,100,12,34,52,32,42,43,7,120
Entre Ríos,Estatal,36,33,37,18,16,0,13,8,8,3,3,0,20
Entre Ríos,Estatal,359,292,240,236,246,60,300,228,184,100,50,3,424
Entre Ríos,Privado,61,67,49,73,59,0,8,13,13,7,6,0,109
Entre Ríos,Estatal,67,71,56,70,59,0,60,36,41,14,23,0,86
Entre Ríos,Estatal,580,431,410,396,284,53,292,201,157,72,140,49,539
Entre Ríos,Privado,544,557,452,451,389,25,71,45,89,47,45,11,489
Entre Ríos,Estatal,73,101,73,56,50,1,61,19,36,36,31,11,62
Entre Ríos,Estatal,12,27,18,23,12,9,12,6,2,2,2,3,29
Entre Ríos,Estatal,176,126,147,145,111,20,90,56,43,31,46,2,170
Entre Ríos,Estatal,286,227,169,179,118,31,269,214,175,93,77,9,246
Entre Ríos,Privado,117,127,120,124,123,34,29,23,29,18,20,0,217
Entre Ríos,Estatal,71,80,64,68,60,7,43,39,33,10,27,1,83
Entre Ríos,Estatal,112,105,71,61,75,1,126,96,76,27,18,0,95
Entre Ríos,Privado,117,118,93,129,109,0,20,18,20,9,11,0,146
Entre Ríos,Estatal,207,185,202,159,148,26,65,40,39,25,38,2,184
Entre Ríos,Estatal,1347,1257,1161,1159,1035,198,1681,1160,964,543,420,100,1426
Entre Ríos,Privado,14,2,8,7,12,0,2,0,1,1,0,0,13
Entre Ríos,Privado,1092,1058,980,950,1012,11,181,179,175,142,140,16,1571
Entre Ríos,Estatal,21,17,20,20,16,13,0,0,0,0,0,0,32
Entre Ríos,Estatal,202,138,116,85,81,0,57,42,35,40,35,9,132
Entre Ríos,Estatal,33,28,26,28,26,0,5,10,4,0,5,0,36
Entre Ríos,Estatal,261,198,191,149,133,48,76,46,30,19,13,1,166
Entre Ríos,Privado,59,42,25,33,52,0,6,9,11,5,2,0,54
Entre Ríos,Estatal,182,131,118,113,108,0,76,63,45,23,26,0,135
Entre Ríos,Estatal,516,515,441,443,317,73,358,266,183,95,133,24,525
Entre Ríos,Privado,27,29,24,25,32,12,2,2,3,0,1,0,32
Entre Ríos,Privado,271,263,249,231,189,0,15,14,7,22,16,0,299
Entre Ríos,Estatal,64,64,47,56,31,0,13,8,6,4,6,0,39
Entre Ríos,Estatal,201,193,154,146,133,2,70,30,70,33,25,2,166
Entre Ríos,Privado,70,62,49,61,45,0,0,2,2,0,16,0,85
Entre Ríos,Estatal,221,194,178,127,123,29,31,19,20,7,16,0,110
Entre Ríos,Estatal,274,244,279,205,196,21,145,146,90,68,55,8,258
Entre Ríos,Privado,96,94,89,93,74,0,2,4,5,0,10,0,81
Formosa,Estatal,197,166,123,98,102,10,7,4,3,3,17,4,83
Formosa,Estatal,79,65,49,46,54,1,7,2,1,3,1,7,49
Formosa,Estatal,0,0,0,0,0,0,0,0,0,0,0,0,0
Formosa,Privado,43,41,23,29,19,5,3,2,4,3,2,0,21
Formosa,Privado,65,69,54,70,80,0,6,9,9,2,10,0,98
Formosa,Estatal,134,121,124,122,93,0,14,18,10,4,42,0,125
Formosa,Estatal,2482,2244,2139,2040,1314,210,424,423,395,309,889,49,2000
Formosa,Privado,454,475,434,427,387,0,32,41,37,29,42,0,468
Formosa,Estatal,111,101,106,83,84,0,11,12,8,1,3,0,89
Formosa,Estatal,165,113,155,156,82,24,0,0,0,0,23,0,118
Formosa,Estatal,28,25,24,9,19,0,4,4,3,2,0,0,19
Formosa,Estatal,139,146,88,112,60,0,226,133,122,91,99,0,92
Formosa,Estatal,313,322,299,217,179,3,12,13,18,8,31,0,208
Formosa,Estatal,467,466,492,436,360,13,53,68,62,25,146,4,451
Formosa,Privado,49,67,70,50,53,0,0,0,0,0,11,0,63
Formosa,Estatal,126,105,110,87,82,15,31,14,40,24,35,4,100
Formosa,Estatal,160,118,128,90,100,0,17,7,11,7,27,0,120
Formosa,Estatal,205,159,103,91,89,0,13,9,9,5,0,0,129
Formosa,Estatal,794,710,685,650,455,15,124,143,107,65,225,31,623
Formosa,Privado,212,132,130,130,113,63,10,12,4,4,14,4,180
Formosa,Estatal,231,259,242,174,161,24,22,17,15,11,10,3,159
Formosa,Estatal,669,506,547,473,397,46,146,82,72,43,72,13,498
Formosa,Estatal,167,120,104,95,87,4,118,69,47,17,4,0,128
Formosa,Estatal,43,34,18,22,19,0,24,6,3,3,3,0,37
Jujuy,Estatal,24,22,22,19,19,0,12,16,17,17,11,0,39
Jujuy,Estatal,63,55,70,69,61,5,101,114,125,123,73,6,101
Jujuy,Estatal,31,32,21,33,35,0,28,28,26,18,32,0,49
Jujuy,Estatal,1448,1331,1213,1256,985,139,1058,926,857,605,712,117,1928
Jujuy,Privado,671,673,740,722,634,0,56,51,50,33,73,0,1200
Jujuy,Estatal,35,31,29,31,21,0,60,68,41,27,20,0,31
Jujuy,Estatal,616,503,559,557,356,90,529,396,292,198,423,112,653
Jujuy,Privado,134,138,107,149,179,0,26,15,32,18,6,0,217
Jujuy,Privado,44,46,27,42,86,0,2,0,0,0,10,0,128
Jujuy,Estatal,16,25,15,9,12,0,5,20,13,8,18,0,29
Jujuy,Estatal,47,82,50,61,37,33,66,56,34,22,46,1,202
Jujuy,Estatal,7,17,3,6,4,0,17,17,15,9,12,0,23
Jujuy,Estatal,581,552,567,488,438,44,277,196,140,85,340,10,701
Jujuy,Privado,150,175,130,126,139,72,0,0,0,0,0,0,162
Jujuy,Estatal,18,18,13,7,11,6,23,15,14,2,5,2,21
Jujuy,Estatal,256,182,167,176,109,46,153,173,180,156,169,12,366
Jujuy,Estatal,9,6,11,17,16,0,5,5,5,3,6,0,27
Jujuy,Estatal,7,10,15,8,11,0,17,14,13,9,24,0,32
Jujuy,Estatal,24,14,13,18,18,7,7,5,9,6,5,0,50
Jujuy,Estatal,337,367,438,346,379,76,231,226,173,177,183,9,812
Jujuy,Privado,52,63,65,73,77,0,5,3,3,1,9,0,125
Jujuy,Estatal,15,9,11,8,13,18,0,2,4,1,3,3,32
Jujuy,Estatal,130,93,104,92,112,20,37,9,27,19,33,13,173
Jujuy,Estatal,25,22,35,21,28,0,11,13,12,4,3,2,42
Jujuy,Estatal,67,47,75,46,29,0,5,11,3,3,14,0,42
Jujuy,Estatal,17,24,31,31,39,3,0,0,1,0,0,0,49
Jujuy,Estatal,46,32,41,40,32,4,114,82,64,56,49,27,152
Jujuy,Estatal,49,54,62,58,52,8,1,1,1,0,12,0,52
Jujuy,Estatal,27,18,32,17,18,4,15,15,11,12,12,1,38
Jujuy,Estatal,6,16,19,13,7,1,16,19,12,7,1,0,11
Jujuy,Estatal,111,100,60,73,52,17,169,162,146,68,117,8,241
La Pampa,Estatal,10,5,8,3,6,0,0,0,0,0,0,0,12
La Pampa,Estatal,38,58,50,35,30,5,0,0,0,0,0,0,32
La Pampa,Estatal,9,20,29,13,15,0,0,0,0,0,10,0,15
La Pampa,Estatal,33,27,20,15,12,0,0,0,0,0,0,0,23
La Pampa,Estatal,794,736,699,613,523,29,72,57,41,45,276,20,714
La Pampa,Privado,311,266,327,302,255,0,0,0,0,0,17,0,318
La Pampa,Estatal,15,11,10,15,5,0,0,0,0,0,7,0,5
La Pampa,Estatal,33,38,31,26,34,0,0,0,0,0,4,0,37
La Pampa,Estatal,33,45,14,17,13,8,0,0,0,0,13,2,26
La Pampa,Estatal,23,25,22,24,10,0,0,0,0,0,0,0,10
La Pampa,Estatal,21,19,0,0,0,0,0,1,0,0,0,0,0
La Pampa,Estatal,102,102,83,92,84,5,0,0,0,0,34,7,99
La Pampa,Estatal,24,15,12,13,7,0,0,0,0,0,3,0,10
